date,Check Date Range,channel,platform,campaign_type,campaign_id,campaign_name,ab_variant,geo,device,audience,placement,adset_id,creative_id,impressions,clicks,sessions,conversions,revenue_gbp,spend_gbp,clicks_greater_impressions,conv_greater_sessions,revenue_without_conversion,negative_values,activity_wtihout_spend,revenue_without_spend,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C25480,Awareness_Display_UK,B,IE,Desktop,Retargeting,Stories,AS004,CR001,20558,242,228,3,143.95,302.64,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,B,IE,Desktop,CRM,Newsletter,AS006,CR005,1800,154,144,9,336.77,3.48,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Email,ESP,Discount Offer,C86697,Discount_Flash48h,B,IE,All,Prospecting,Newsletter,AS010,CR004,2824,126,126,6,272.65,2.5,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C93273,Brand_UK_Winter,A,UK,All,CRM,Stories,AS009,CR007,115034,2586,2083,19,855.91,£990.91,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,A,UK,Desktop,Prospecting,Feed,AS002,CR001,153414,1272,1129,8,383.48,1164.16,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C08144,Awareness_Display_UK,B,IE,All,Retargeting,Stories,AS007,CR001,21934,306,289,5,£170.87,172.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Email,ESP,Discount Offer,C86697,Discount_Flash48h ,A,UK,Desktop,Retargeting,Newsletter,AS010,CR002,8294,638,582,103,,16.14,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,B,IE,All,CRM,Stories,AS007,CR007,18364,209,163,2,89.46,237.04,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Email,ESP,Discount Offer,C86697,Discount_Flash48h,B,UK,All,CRM,Newsletter,AS014,CR008,9499,756,756,41,1642.85,21.58,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,A,IE,All,Prospecting,Feed,AS007,CR004,18407,238,198,1,30,216.5,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C93273,Brand_UK_Winter,B,UK,All,Prospecting,Feed,AS001,CR003,134618,2524,1904,4,108.21,1381.7,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,B,UK,Desktop,Prospecting,Newsletter,AS008,CR009,24849,2466,2219,82,3742.87,73.97,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,B,IE,All,Prospecting,Stories,AS014,CR001,18493,191,191,1,43.71,238.4,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand,B,IE,Mobile,Retargeting,Feed,AS005,CR007,19845,301,272,20,592.08,190.55,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,A,UK,Mobile,Retargeting,Stories,AS010,CR008,88494,792,596,8,,593.57,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Affiliate,Partner Network,Discount Offer,C93406,Discount_BundleDeal,B,IE,All,Retargeting,Stories,AS005,CR005,1238,90,67,9,492.8,104.29,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Email,ESP,Discount Offer,C86697,Discount_Flash48h, B ,UK,Desktop,Retargeting,Newsletter,AS008,CR001,18487,1046,1004,91,"4,610.42",44.95,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,B,IE,All,Retargeting,Feed,AS005,CR002,27235,628,487,5,248.13,,No,No,Valid,No,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C28582,Discount_20pct,B,UK,All,CRM,Stories,AS009,CR007,149057,1729,1504,220,16120.37,"1,708.39",No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Paid Social ,LinkedIn Ads,Discount Offer,C51603,Discount_Flash48h,B,IE,All,CRM,Stories,AS005,CR003,41213,376,342,34,923.04,278.62,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,B,IE,All,Prospecting,Stories,AS014,CR005,22978,228,181,24,,261.85,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Affiliate,Partner Network,Free Trial,C00918,FreeTrial_NonBrand,A,IE,All,CRM,Feed,AS005,CR001,2897,98,69,1,49.78,114.64,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Paid Search,Google Ads,Free Trial,C28470,Trial_Reengagement,A,UK,Desktop,Retargeting,Search,AS014,CR007,59127,1743,1743,155,3798.5,1506.73,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Affiliate,Partner Network,Discount Offer,C96105,Discount_20pct,A,IE,All,CRM,Stories,AS002,CR002,1720,94,78,5,193.48,47.5,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C62322,Brand_UK_Winter,A,IE,All,Prospecting,Stories,AS004,CR001,27109,566,485,1,29.06,402.81,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Video,YouTube Ads,Brand Awareness,C25729,Brand_UK_Winter,A,IE,Mobile,Retargeting,YouTube_InStream,AS003,CR006,31308,74,74,0,0,164.86,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,A,IE,All,Prospecting,Stories,AS003,CR002,28168,189,161,12,919.71,231.86,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand,B,IE,Mobile,CRM,Feed,AS001,CR009,16878,123,123,7,243.48,143.86,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Affiliate,Partner Network,Discount Offer,C96105,Discount_20pct,B,UK,Mobile,Prospecting,Feed,AS009,CR002,23739,1573,1562,229,7116.16,483.09,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C47476,Discount_Flash48h,B,UK,All,Prospecting,Feed,AS004,CR002,63168,313,276,21,1097.29,495.73,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Paid Search,Google Ads,Discount Offer,C94025,Discount_Flash48h,B,IE,All,CRM,Search,AS004,CR006,7990,225,217,8,524.58,£590.00,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Social,Meta Ads,Free Trial,C58061,FreeTrial_NonBrand, B ,UK,Mobile,CRM,Feed,AS009,CR009,177667,2677,2256,126,5341.45,2576.35,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2025,OK,Email,ESP,Discount Offer,C86697,Discount_Flash48h,B,IE,All,Prospecting,Newsletter,AS011,CR003,2623,299,283,32,2252.71,4.89,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Paid Social,Meta Ads,Free Trial,C41057,Trial_Reengagement,B,IE,Desktop,Retargeting,Stories,AS011,CR002,15069,149,146,14,818.97,177.18,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C53161,Discount_20pct,B,UK,Mobile,Prospecting,Feed,AS014,CR004,291280,1426,1174,67,3581.48,1719.92,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C51603,Discount_Flash48h,B,UK,Desktop,Retargeting,Feed,AS003,CR004,110773,2181,2181,418,11593.19,1811.48,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C51603,Discount_Flash48h,A,UK,All,CRM,Feed,AS010,CR004,188035,1761,1254,92,4700.24,2170.59,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,A,IE,Mobile,CRM,Stories,AS011,CR005,30051,265,227,2,105.72,247.14,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Paid Search,Google Ads,Discount Offer,C94025,Discount_Flash48h,B,ie,All,Retargeting,Search,AS013,CR005,11675,648,463,62,2154.47,1443.21,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C62322,Brand_UK_Winter,A,IE,Desktop,Retargeting,Stories,AS004,CR001,13995,191,165,0,0,130.12,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Display,DV360,Brand Awareness,C51562,Brand_UK_Winter,A,IE,Mobile,Prospecting,Display_Network,AS008,CR003,56178,336,259,0,0,375.04,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Video,YouTube Ads,Brand Awareness,C79494,Video_TopFunnel_UK,A,IE,Desktop,Prospecting,YouTube_InStream,AS007,CR009,33726,104,87,1,38.98,198.56,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C89894,Trial_Reengagement,B,UK,All,Retargeting,Stories,AS012,CR003,283567,2741,2675,98,5291.67,3056.42,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Display,DV360,Brand Awareness,C65512,Awareness_Display_UK,B,IE,All,Prospecting,Display_Network,AS003,CR002,40448,366,366,4,187.89,518.62,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2025,OK,Video,YouTube Ads,Brand Awareness,C25729,Brand_UK_Winter,A,UK,Mobile,CRM,YouTube_InStream,AS011,CR008,238681,1176,1081,5,206.43,2182.14,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2025,OK,Affiliate,Partner Network,Discount Offer,C93406,Discount_BundleDeal,B,UK,Mobile,Retargeting,Stories,AS012,CR006,27215,1771,1467,227,9010.86,953.49,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2025,OK,Paid Search,Google Ads,Discount Offer,C06886,Discount_20pct,B,UK,Desktop,Retargeting,Search,AS012,CR003,53616,3089,2713,345,19918.82,"£4,524.58",No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,B,uk,All,Prospecting,Feed,AS014,CR003,120145,1007,839,2,74.08,750.75,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,B,ie,Desktop,Retargeting,Feed,AS009,CR008,2315,74,56,12,464.92,55.66,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Email,ESP,Discount Offer,C86697,Discount_Flash48h,b,UK,All,Prospecting,Newsletter,AS014,CR001,24636,3430,2433,113,3802.31,87.08,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,B,IE,All,CRM,Feed,AS005,CR005,2594,153,127,0,0,172.47,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2025,OK,Video,YouTube Ads,Brand Awareness,C25729,Brand_UK_Winter,A,IE,All,Retargeting,YouTube_InStream,AS011,CR004,24460,205,166,3,£96.17,122.4,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Affiliate,Partner Network,Free Trial,C05096,Trial_CompetitorTerms,A,IE,All,Retargeting,Stories,AS013,CR003,5214,219,219,24,1188.55,208.34,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,A,UK,Desktop,CRM,Newsletter,AS011,CR007,5530,254,254,15,660.91,£13.06,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C47476,Discount_Flash48h,A,IE,All,Retargeting,Feed,AS012,CR004,29487,265,265,19,916.49,212.93,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Paid Search,Google Ads,Discount Offer,C94025,Discount_Flash48h,B,IE,All,Retargeting,Search,AS001,CR001,10962,397,326,42,"£2,219.88",537.63,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,A,IE,Mobile,Prospecting,Newsletter,AS013,CR005,1972,227,217,12,421.56,7.32,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Paid Social,Meta Ads,Free Trial,C41057,Trial_Reengagement,Variant B,IE,All,CRM,Feed,AS002,CR005,24550,233,173,8,344.81,313.59,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2025,OK,Email,ESP,Discount Offer,C56339,Discount_BundleDeal,A,IE,All,Retargeting,Newsletter,AS006,CR008,1905,131,115,12,859.71,7.06,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Affiliate,Partner Network,Free Trial,C45462,Trial_Reengagement,A,IE,Mobile,Prospecting,Stories,AS010,CR002,3010,233,205,5,209.36,132.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C54896,Discount_BundleDeal,A,IE,All,Retargeting,Stories,AS011,CR002,25099,353,255,17,777.91,206.37,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,A,IE,All,Retargeting,Stories,AS002,CR006,17057,445,445,10,285.82,213.16,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C94476,FreeTrial_NonBrand,B,UK,All,Retargeting,Stories,AS007,CR002,182495,3895,3198,111,3777.74,1894.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Email,ESP,Discount Offer,C76347,Discount_20pct,A,UK,All,CRM,Newsletter,AS003,CR004,14512,836,757,49,1880.26,30.14,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C08144,Awareness_Display_UK,A,IE,Mobile,CRM,Feed,AS008,CR002,19222,445,345,1,40.85,251.64,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C08144,Awareness_Display_UK,B,IE,All,Retargeting,Feed,AS013,CR005,34159,578,456,6,228.06,360.77,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Affiliate,Partner Network,Free Trial,C05096,Trial_CompetitorTerms,B,UK,All,Prospecting,Feed,AS012,CR004,11670,629,553,34,1482.46,487.11,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2025,OK,Display,DV360,Free Trial,C83689,Trial_Reengagement,A,IE,All,Retargeting,Display_Network,AS004,CR001,38563,95,91,6,178.51,£162.35,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C28582,Discount_20pct,A,UK,All,CRM,Feed,AS014,CR008,127903,641,615,82,4264.97,839.71,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,A,UK,All,Prospecting,Stories,AS001,CR008,150041,1326,1196,4,154.63,1131.43,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Email,ESP,Discount Offer,C86697,Discount_Flash48h,B,UK,Mobile,CRM,Newsletter,AS015,CR009,43035,2250,2239,388,12049.27,132.58,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C25480,Awareness_Display_UK,B,UK,All,CRM,Feed,AS015,CR005,158583,3050,2532,25,1003.21,,No,No,Valid,No,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Affiliate,Partner Network,Free Trial,C00918,FreeTrial_NonBrand,B,UK,Desktop,Prospecting,Feed,AS010,CR008,9675,310,229,13,529.94,114.26,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,A,IE,All,CRM,Stories,AS014,CR008,31070,295,293,2,47.52,259.97,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Affiliate,Partner Network,Discount Offer,C93406,Discount_BundleDeal,A,IE,All,CRM,Stories,AS005,CR004,2578,159,134,6,236.21,169.75,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,A,UK,All,Prospecting,Stories,AS005,CR009,171378,1246,952,9,338.34,2446.81,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Email,ESP,Discount Offer,C56339,Discount_BundleDeal,b,IE,Desktop,CRM,Newsletter,AS009,CR004,2353,237,224,27,1197.76,5.31,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Paid Search,Google Ads,Brand Awareness,C93219,Brand_UK_Winter,A,IE,All,Retargeting,Search,AS003,CR005,18007,549,430,4,143.44,417.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Paid Search,Google Ads,Discount Offer,C06886,Discount_20pct,B,UK,All,Retargeting,Search,AS014,CR008,65471,2434,2117,319,19905.8,2737.43,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Search,Google Ads,Discount Offer,C94025,Discount_Flash48h,A,UK,All,Retargeting,Search,AS008,CR004,71822,2618,2005,334,22611.12,6255.06,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2025,OK,Paid Search,Google Ads,Brand Awareness,C93219,Brand_UK_Winter,A,IE,Mobile,Retargeting,Search,AS009,CR007,13516,521,511,19,683.83,,No,No,Valid,No,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Affiliate,Partner Network,Free Trial,C05096,Trial-CompetitorTerms,A,IE,All,Retargeting,Stories,AS010,CR003,1046,48,38,2,102.04,25.55,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Paid Search,Google Ads,Free Trial,C52054,FreeTrial_NonBrand,B,IE,All,Retargeting,Search,AS006,CR009,6819,437,394,39,1302.46,392.7,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,B,UK,All,Prospecting,Feed,AS015,CR008,132641,1582,1104,14,527.69,1363.34,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Affiliate,Partner Network,Discount Offer,C96105,Discount_20pct,B,UK,All,Prospecting,Stories,AS008,CR003,14009,1243,965,61,2212.85,804.77,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C51603,Discount_Flash48h,A,UK,All,Retargeting,Feed,AS005,CR005,87641,636,621,91,2242.22,848.88,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Affiliate,Partner Network,Free Trial,C45462,Trial_Reengagement,B,IE,Mobile,Prospecting,Stories,AS012,CR001,3285,208,208,5,235.65,315.99,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2025,OK,Affiliate,Partner Network,Discount Offer,C93406,Discount_BundleDeal,A,IE,Desktop,Retargeting,Feed,AS014,CR009,3467,178,139,21,1126.68,170.2,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Affiliate,Partner Network,Free Trial,C45462,Trial_Reengagement,A,UK,Mobile,Retargeting,Stories,AS015,CR005,10929,812,784,15,666.86,648.22,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C23721,Trial_Reengagement,A,UK,All,Retargeting,Stories,AS010,CR004,122091,1664,1664,76,2260.87,1049.48,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Display,DV360,Free Trial,C07273,FreeTrial_NonBrand,B,IE,Desktop,CRM,Display_Network,AS011,CR004,15142,141,131,7,199.2,79.56,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Search,Google Ads,Free Trial,C06687,Trial_CompetitorTerms,B,IE,Mobile,Retargeting,Search,AS011,CR008,21564,867,848,36,1092.26,715.67,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Email,ESP,Free Trial,C42163,Trial_CompetitorTerms,A,ie,Mobile,Prospecting,Newsletter,AS003,CR003,3794,458,448,33,1901.68,8.79,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,B,UK,Mobile,Prospecting,Stories,AS010,CR008,43386,4489,4125,189,8154.74,2092.95,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C95374,Video_TopFunnel_UK,B,IE,All,Retargeting,Feed,AS014,CR003,16844,176,145,1,42.88,216.47,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Display,DV360,Free Trial,C51468,Trial_CompetitorTerms,A,IE,Desktop,Prospecting,Display_Network,AS001,CR004,42956,303,207,10,347.96,280.74,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,A,UK,All,Retargeting,Newsletter,AS008,CR001,21627,3110,2602,95,5314.35,73.13,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Paid Search,Google Ads,Free Trial,C52054,FreeTrial_NonBrand,B,UK,All,Retargeting,Search,AS015,CR002,94896,3066,2693,215,10194,6514.57,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C23721,Trial_Reengagement,B,UK,Desktop,Retargeting,Stories,AS002,CR002,119433,1491,1277,65,2310.85,1250.53,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,A,UK,All,Retargeting,Stories,AS008,CR009,92246,1118,1033,18,571.3,834.15,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C93273,Brand_UK_Winter,A,IE,All,CRM,Stories,AS009,CR003,18099,101,69,3,91.22,185.83,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C53161,Discount_20pct,A,UK,All,CRM,Stories,AS013,CR001,129887,1867,1519,155,11646.77,1096.41,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C51603,Discount_Flash48h,A,IE,All,Prospecting,Stories,AS014,CR001,27878,539,527,33,2201.59,329.49,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C94476,FreeTrial_NonBrand,A,UK,All,Prospecting,Stories,AS001,CR006,60370,855,855,47,1703.64,676.28,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C08144,Awareness_Display_UK,B,IE,All,Retargeting,Stories,AS013,CR002,34707,284,284,4,,407.29,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,b,UK,Mobile,Prospecting,Feed,AS002,CR007,98452,2487,1819,84,3481.59,1315.66,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
